score,label,group,algorithm
0.548730,1.000000,group_A,medium_accuracy_system
0.693461,1.000000,group_A,medium_accuracy_system
0.742571,1.000000,group_A,medium_accuracy_system
0.718883,1.000000,group_A,medium_accuracy_system
0.568347,1.000000,group_A,medium_accuracy_system
0.771586,1.000000,group_A,medium_accuracy_system
0.734631,1.000000,group_A,medium_accuracy_system
0.734983,1.000000,group_A,medium_accuracy_system
0.738992,1.000000,group_A,medium_accuracy_system
0.774920,1.000000,group_A,medium_accuracy_system
0.888783,1.000000,group_A,medium_accuracy_system
0.603336,1.000000,group_A,medium_accuracy_system
0.669206,1.000000,group_A,medium_accuracy_system
0.839909,1.000000,group_A,medium_accuracy_system
0.530687,1.000000,group_A,medium_accuracy_system
0.697043,1.000000,group_A,medium_accuracy_system
0.595574,1.000000,group_A,medium_accuracy_system
0.662503,1.000000,group_A,medium_accuracy_system
0.711961,1.000000,group_A,medium_accuracy_system
0.471375,1.000000,group_A,medium_accuracy_system
0.565238,1.000000,group_A,medium_accuracy_system
0.523938,1.000000,group_A,medium_accuracy_system
0.641376,1.000000,group_A,medium_accuracy_system
0.595601,1.000000,group_A,medium_accuracy_system
0.815996,1.000000,group_A,medium_accuracy_system
0.604168,1.000000,group_A,medium_accuracy_system
0.835854,1.000000,group_A,medium_accuracy_system
0.623860,1.000000,group_A,medium_accuracy_system
0.691626,1.000000,group_A,medium_accuracy_system
0.668469,1.000000,group_A,medium_accuracy_system
0.665637,1.000000,group_A,medium_accuracy_system
0.551768,1.000000,group_A,medium_accuracy_system
0.697957,1.000000,group_A,medium_accuracy_system
0.702875,1.000000,group_A,medium_accuracy_system
0.688269,1.000000,group_A,medium_accuracy_system
0.726627,1.000000,group_A,medium_accuracy_system
0.582561,1.000000,group_A,medium_accuracy_system
0.634727,1.000000,group_A,medium_accuracy_system
0.598329,1.000000,group_A,medium_accuracy_system
0.494068,1.000000,group_A,medium_accuracy_system
0.701239,1.000000,group_A,medium_accuracy_system
0.600936,1.000000,group_A,medium_accuracy_system
0.656713,1.000000,group_A,medium_accuracy_system
0.889462,1.000000,group_A,medium_accuracy_system
0.687516,1.000000,group_A,medium_accuracy_system
0.675227,1.000000,group_A,medium_accuracy_system
0.771880,1.000000,group_A,medium_accuracy_system
0.789121,1.000000,group_A,medium_accuracy_system
0.845775,1.000000,group_A,medium_accuracy_system
0.612337,1.000000,group_A,medium_accuracy_system
0.844079,1.000000,group_A,medium_accuracy_system
0.651350,1.000000,group_A,medium_accuracy_system
0.548663,1.000000,group_A,medium_accuracy_system
0.571596,1.000000,group_A,medium_accuracy_system
0.775270,1.000000,group_A,medium_accuracy_system
0.740740,1.000000,group_A,medium_accuracy_system
0.792738,1.000000,group_A,medium_accuracy_system
0.572303,1.000000,group_A,medium_accuracy_system
0.630506,1.000000,group_A,medium_accuracy_system
0.544714,1.000000,group_A,medium_accuracy_system
0.466927,1.000000,group_A,medium_accuracy_system
0.662679,1.000000,group_A,medium_accuracy_system
0.822755,1.000000,group_A,medium_accuracy_system
0.775694,1.000000,group_A,medium_accuracy_system
0.586767,1.000000,group_A,medium_accuracy_system
0.781232,1.000000,group_A,medium_accuracy_system
0.606808,1.000000,group_A,medium_accuracy_system
0.695697,1.000000,group_A,medium_accuracy_system
0.747184,1.000000,group_A,medium_accuracy_system
0.623727,1.000000,group_A,medium_accuracy_system
0.576022,1.000000,group_A,medium_accuracy_system
0.729447,1.000000,group_A,medium_accuracy_system
0.646765,1.000000,group_A,medium_accuracy_system
0.609302,1.000000,group_A,medium_accuracy_system
0.727915,1.000000,group_A,medium_accuracy_system
0.642988,1.000000,group_A,medium_accuracy_system
0.702772,1.000000,group_A,medium_accuracy_system
0.567924,1.000000,group_A,medium_accuracy_system
0.736888,1.000000,group_A,medium_accuracy_system
0.569819,1.000000,group_A,medium_accuracy_system
0.625920,1.000000,group_A,medium_accuracy_system
0.477321,1.000000,group_A,medium_accuracy_system
0.780383,1.000000,group_A,medium_accuracy_system
0.673849,1.000000,group_A,medium_accuracy_system
0.710762,1.000000,group_A,medium_accuracy_system
0.494231,1.000000,group_A,medium_accuracy_system
0.679840,1.000000,group_A,medium_accuracy_system
0.625047,1.000000,group_A,medium_accuracy_system
0.784188,1.000000,group_A,medium_accuracy_system
0.507435,1.000000,group_A,medium_accuracy_system
0.699771,1.000000,group_A,medium_accuracy_system
0.770043,1.000000,group_A,medium_accuracy_system
0.545253,1.000000,group_A,medium_accuracy_system
0.675398,1.000000,group_A,medium_accuracy_system
0.556051,1.000000,group_A,medium_accuracy_system
0.668804,1.000000,group_A,medium_accuracy_system
0.697800,1.000000,group_A,medium_accuracy_system
0.796180,1.000000,group_A,medium_accuracy_system
0.681302,1.000000,group_A,medium_accuracy_system
0.595522,1.000000,group_A,medium_accuracy_system
0.722075,1.000000,group_A,medium_accuracy_system
0.664741,1.000000,group_A,medium_accuracy_system
0.772502,1.000000,group_A,medium_accuracy_system
0.603989,1.000000,group_A,medium_accuracy_system
0.798155,1.000000,group_A,medium_accuracy_system
0.681376,1.000000,group_A,medium_accuracy_system
0.688751,1.000000,group_A,medium_accuracy_system
0.764866,1.000000,group_A,medium_accuracy_system
0.611509,1.000000,group_A,medium_accuracy_system
0.613404,1.000000,group_A,medium_accuracy_system
0.715288,1.000000,group_A,medium_accuracy_system
0.656093,1.000000,group_A,medium_accuracy_system
0.669186,1.000000,group_A,medium_accuracy_system
0.623995,1.000000,group_A,medium_accuracy_system
0.633713,1.000000,group_A,medium_accuracy_system
0.750740,1.000000,group_A,medium_accuracy_system
0.860568,1.000000,group_A,medium_accuracy_system
0.526517,1.000000,group_A,medium_accuracy_system
0.815956,1.000000,group_A,medium_accuracy_system
0.738382,1.000000,group_A,medium_accuracy_system
0.785048,1.000000,group_A,medium_accuracy_system
0.682373,1.000000,group_A,medium_accuracy_system
0.590989,1.000000,group_A,medium_accuracy_system
0.644412,1.000000,group_A,medium_accuracy_system
0.571710,1.000000,group_A,medium_accuracy_system
0.497318,1.000000,group_A,medium_accuracy_system
0.656687,1.000000,group_A,medium_accuracy_system
0.690392,1.000000,group_A,medium_accuracy_system
0.636361,1.000000,group_A,medium_accuracy_system
0.683453,1.000000,group_A,medium_accuracy_system
0.509707,1.000000,group_A,medium_accuracy_system
0.770089,1.000000,group_A,medium_accuracy_system
0.648634,1.000000,group_A,medium_accuracy_system
0.668539,1.000000,group_A,medium_accuracy_system
0.736010,1.000000,group_A,medium_accuracy_system
0.608054,1.000000,group_A,medium_accuracy_system
0.923961,1.000000,group_A,medium_accuracy_system
0.789343,1.000000,group_A,medium_accuracy_system
0.787665,1.000000,group_A,medium_accuracy_system
0.679624,1.000000,group_A,medium_accuracy_system
0.593386,1.000000,group_A,medium_accuracy_system
0.714523,1.000000,group_A,medium_accuracy_system
0.591609,1.000000,group_A,medium_accuracy_system
0.687816,1.000000,group_A,medium_accuracy_system
0.687982,1.000000,group_A,medium_accuracy_system
0.788025,1.000000,group_A,medium_accuracy_system
0.708588,1.000000,group_A,medium_accuracy_system
0.679418,1.000000,group_A,medium_accuracy_system
0.803217,1.000000,group_A,medium_accuracy_system
0.652895,1.000000,group_A,medium_accuracy_system
0.611305,1.000000,group_A,medium_accuracy_system
0.613454,1.000000,group_A,medium_accuracy_system
0.810264,1.000000,group_A,medium_accuracy_system
0.667673,1.000000,group_A,medium_accuracy_system
0.607118,1.000000,group_A,medium_accuracy_system
0.468739,1.000000,group_A,medium_accuracy_system
0.560132,1.000000,group_A,medium_accuracy_system
0.695751,1.000000,group_A,medium_accuracy_system
0.723058,1.000000,group_A,medium_accuracy_system
0.830893,1.000000,group_A,medium_accuracy_system
0.594854,1.000000,group_A,medium_accuracy_system
0.714312,1.000000,group_A,medium_accuracy_system
0.794081,1.000000,group_A,medium_accuracy_system
0.435918,1.000000,group_A,medium_accuracy_system
0.895604,1.000000,group_A,medium_accuracy_system
0.550915,1.000000,group_A,medium_accuracy_system
0.550822,1.000000,group_A,medium_accuracy_system
0.757864,1.000000,group_A,medium_accuracy_system
0.705893,1.000000,group_A,medium_accuracy_system
0.786037,1.000000,group_A,medium_accuracy_system
0.729591,1.000000,group_A,medium_accuracy_system
0.694783,1.000000,group_A,medium_accuracy_system
0.651929,1.000000,group_A,medium_accuracy_system
0.586975,1.000000,group_A,medium_accuracy_system
0.723466,1.000000,group_A,medium_accuracy_system
0.472335,1.000000,group_A,medium_accuracy_system
0.646093,1.000000,group_A,medium_accuracy_system
0.742589,1.000000,group_A,medium_accuracy_system
0.549317,1.000000,group_A,medium_accuracy_system
0.748685,1.000000,group_A,medium_accuracy_system
0.762572,1.000000,group_A,medium_accuracy_system
0.672217,1.000000,group_A,medium_accuracy_system
0.649301,1.000000,group_A,medium_accuracy_system
0.719950,1.000000,group_A,medium_accuracy_system
0.728776,1.000000,group_A,medium_accuracy_system
0.639545,1.000000,group_A,medium_accuracy_system
0.870699,1.000000,group_A,medium_accuracy_system
0.816906,1.000000,group_A,medium_accuracy_system
0.765191,1.000000,group_A,medium_accuracy_system
0.804576,1.000000,group_A,medium_accuracy_system
0.795613,1.000000,group_A,medium_accuracy_system
0.526438,1.000000,group_A,medium_accuracy_system
0.919094,1.000000,group_A,medium_accuracy_system
0.520074,1.000000,group_A,medium_accuracy_system
0.685730,1.000000,group_A,medium_accuracy_system
0.553784,1.000000,group_A,medium_accuracy_system
0.728111,1.000000,group_A,medium_accuracy_system
0.708887,1.000000,group_A,medium_accuracy_system
0.689044,1.000000,group_A,medium_accuracy_system
0.377281,1.000000,group_A,medium_accuracy_system
0.745290,1.000000,group_A,medium_accuracy_system
0.690013,1.000000,group_A,medium_accuracy_system
0.459151,1.000000,group_A,medium_accuracy_system
0.816004,1.000000,group_A,medium_accuracy_system
0.649487,1.000000,group_A,medium_accuracy_system
0.588723,1.000000,group_A,medium_accuracy_system
0.707994,1.000000,group_A,medium_accuracy_system
0.610889,1.000000,group_A,medium_accuracy_system
0.703980,1.000000,group_A,medium_accuracy_system
0.628312,1.000000,group_A,medium_accuracy_system
0.574660,1.000000,group_A,medium_accuracy_system
0.550110,1.000000,group_A,medium_accuracy_system
0.745474,1.000000,group_A,medium_accuracy_system
0.674846,1.000000,group_A,medium_accuracy_system
0.588952,1.000000,group_A,medium_accuracy_system
0.606267,1.000000,group_A,medium_accuracy_system
0.576413,1.000000,group_A,medium_accuracy_system
0.880571,1.000000,group_A,medium_accuracy_system
0.702918,1.000000,group_A,medium_accuracy_system
0.682906,1.000000,group_A,medium_accuracy_system
0.817347,1.000000,group_A,medium_accuracy_system
0.599815,1.000000,group_A,medium_accuracy_system
0.554895,1.000000,group_A,medium_accuracy_system
0.614058,1.000000,group_A,medium_accuracy_system
0.681799,1.000000,group_A,medium_accuracy_system
0.644089,1.000000,group_A,medium_accuracy_system
0.629876,1.000000,group_A,medium_accuracy_system
0.679639,1.000000,group_A,medium_accuracy_system
0.619672,1.000000,group_A,medium_accuracy_system
0.553688,1.000000,group_A,medium_accuracy_system
0.738282,1.000000,group_A,medium_accuracy_system
0.636307,1.000000,group_A,medium_accuracy_system
0.633418,1.000000,group_A,medium_accuracy_system
0.714477,1.000000,group_A,medium_accuracy_system
0.704608,1.000000,group_A,medium_accuracy_system
0.549774,1.000000,group_A,medium_accuracy_system
0.588358,1.000000,group_A,medium_accuracy_system
0.521692,1.000000,group_A,medium_accuracy_system
0.540958,1.000000,group_A,medium_accuracy_system
0.692332,1.000000,group_A,medium_accuracy_system
0.612332,1.000000,group_A,medium_accuracy_system
0.566706,1.000000,group_A,medium_accuracy_system
0.527667,1.000000,group_A,medium_accuracy_system
0.788225,1.000000,group_A,medium_accuracy_system
0.618990,1.000000,group_A,medium_accuracy_system
0.684316,1.000000,group_A,medium_accuracy_system
0.652662,1.000000,group_A,medium_accuracy_system
0.565120,1.000000,group_A,medium_accuracy_system
0.703857,1.000000,group_A,medium_accuracy_system
0.672999,1.000000,group_A,medium_accuracy_system
0.791637,1.000000,group_A,medium_accuracy_system
0.719984,1.000000,group_A,medium_accuracy_system
0.534221,1.000000,group_A,medium_accuracy_system
0.646887,1.000000,group_A,medium_accuracy_system
0.648391,1.000000,group_A,medium_accuracy_system
0.651776,1.000000,group_A,medium_accuracy_system
0.534566,1.000000,group_A,medium_accuracy_system
0.490814,1.000000,group_A,medium_accuracy_system
0.646070,1.000000,group_A,medium_accuracy_system
0.694022,1.000000,group_A,medium_accuracy_system
0.539273,1.000000,group_A,medium_accuracy_system
0.845904,1.000000,group_A,medium_accuracy_system
0.725128,1.000000,group_A,medium_accuracy_system
0.610271,1.000000,group_A,medium_accuracy_system
0.865077,1.000000,group_A,medium_accuracy_system
0.506597,1.000000,group_A,medium_accuracy_system
0.557817,1.000000,group_A,medium_accuracy_system
0.551513,1.000000,group_A,medium_accuracy_system
0.777452,1.000000,group_A,medium_accuracy_system
0.585044,1.000000,group_A,medium_accuracy_system
0.733579,1.000000,group_A,medium_accuracy_system
0.685065,1.000000,group_A,medium_accuracy_system
0.601080,1.000000,group_A,medium_accuracy_system
0.672971,1.000000,group_A,medium_accuracy_system
0.541209,1.000000,group_A,medium_accuracy_system
0.744054,1.000000,group_A,medium_accuracy_system
0.561015,1.000000,group_A,medium_accuracy_system
0.572201,1.000000,group_A,medium_accuracy_system
0.728786,1.000000,group_A,medium_accuracy_system
0.612251,1.000000,group_A,medium_accuracy_system
0.848114,1.000000,group_A,medium_accuracy_system
0.799477,1.000000,group_A,medium_accuracy_system
0.495349,1.000000,group_A,medium_accuracy_system
0.676595,1.000000,group_A,medium_accuracy_system
0.646775,1.000000,group_A,medium_accuracy_system
0.876731,1.000000,group_A,medium_accuracy_system
0.606070,1.000000,group_A,medium_accuracy_system
0.598637,1.000000,group_A,medium_accuracy_system
0.641514,1.000000,group_A,medium_accuracy_system
0.639866,1.000000,group_A,medium_accuracy_system
0.570754,1.000000,group_A,medium_accuracy_system
0.687199,1.000000,group_A,medium_accuracy_system
0.607714,1.000000,group_A,medium_accuracy_system
0.576172,1.000000,group_A,medium_accuracy_system
0.814028,1.000000,group_A,medium_accuracy_system
0.676601,1.000000,group_A,medium_accuracy_system
0.555908,1.000000,group_A,medium_accuracy_system
0.522602,1.000000,group_A,medium_accuracy_system
0.628161,1.000000,group_A,medium_accuracy_system
0.536684,1.000000,group_A,medium_accuracy_system
0.531469,1.000000,group_A,medium_accuracy_system
0.772127,1.000000,group_A,medium_accuracy_system
0.646697,1.000000,group_A,medium_accuracy_system
0.605184,1.000000,group_A,medium_accuracy_system
0.680169,1.000000,group_A,medium_accuracy_system
0.605078,1.000000,group_A,medium_accuracy_system
0.669201,1.000000,group_A,medium_accuracy_system
0.843139,1.000000,group_A,medium_accuracy_system
0.658741,1.000000,group_A,medium_accuracy_system
0.601095,1.000000,group_A,medium_accuracy_system
0.547782,1.000000,group_A,medium_accuracy_system
0.725518,1.000000,group_A,medium_accuracy_system
0.645026,1.000000,group_A,medium_accuracy_system
0.702651,1.000000,group_A,medium_accuracy_system
0.500481,1.000000,group_A,medium_accuracy_system
0.623594,1.000000,group_A,medium_accuracy_system
0.671832,1.000000,group_A,medium_accuracy_system
0.715020,1.000000,group_A,medium_accuracy_system
0.688001,1.000000,group_A,medium_accuracy_system
0.634673,1.000000,group_A,medium_accuracy_system
0.789843,1.000000,group_A,medium_accuracy_system
0.659640,1.000000,group_A,medium_accuracy_system
0.454157,1.000000,group_A,medium_accuracy_system
0.534438,1.000000,group_A,medium_accuracy_system
0.656974,1.000000,group_A,medium_accuracy_system
