score,label,group,algorithm
0.763106,1.000000,group_A,high_accuracy_system
0.628636,1.000000,group_A,high_accuracy_system
0.807680,1.000000,group_A,high_accuracy_system
0.826691,1.000000,group_A,high_accuracy_system
0.537531,1.000000,group_A,high_accuracy_system
0.602417,1.000000,group_A,high_accuracy_system
0.745419,1.000000,group_A,high_accuracy_system
0.701011,1.000000,group_A,high_accuracy_system
0.730955,1.000000,group_A,high_accuracy_system
0.647330,1.000000,group_A,high_accuracy_system
0.820575,1.000000,group_A,high_accuracy_system
0.810414,1.000000,group_A,high_accuracy_system
0.739238,1.000000,group_A,high_accuracy_system
0.845359,1.000000,group_A,high_accuracy_system
0.779386,1.000000,group_A,high_accuracy_system
0.646706,1.000000,group_A,high_accuracy_system
0.769510,1.000000,group_A,high_accuracy_system
0.636747,1.000000,group_A,high_accuracy_system
0.820480,1.000000,group_A,high_accuracy_system
0.727642,1.000000,group_A,high_accuracy_system
0.714149,1.000000,group_A,high_accuracy_system
0.664542,1.000000,group_A,high_accuracy_system
0.854889,1.000000,group_A,high_accuracy_system
0.717182,1.000000,group_A,high_accuracy_system
0.689802,1.000000,group_A,high_accuracy_system
0.697421,1.000000,group_A,high_accuracy_system
0.785866,1.000000,group_A,high_accuracy_system
0.769179,1.000000,group_A,high_accuracy_system
0.773908,1.000000,group_A,high_accuracy_system
0.775717,1.000000,group_A,high_accuracy_system
0.946800,1.000000,group_A,high_accuracy_system
0.691993,1.000000,group_A,high_accuracy_system
0.681411,1.000000,group_A,high_accuracy_system
0.651258,1.000000,group_A,high_accuracy_system
0.794233,1.000000,group_A,high_accuracy_system
0.845532,1.000000,group_A,high_accuracy_system
0.721240,1.000000,group_A,high_accuracy_system
0.648619,1.000000,group_A,high_accuracy_system
0.650187,1.000000,group_A,high_accuracy_system
0.797694,1.000000,group_A,high_accuracy_system
0.806960,1.000000,group_A,high_accuracy_system
0.786950,1.000000,group_A,high_accuracy_system
0.666084,1.000000,group_A,high_accuracy_system
0.755851,1.000000,group_A,high_accuracy_system
0.744303,1.000000,group_A,high_accuracy_system
0.754504,1.000000,group_A,high_accuracy_system
0.819778,1.000000,group_A,high_accuracy_system
0.754994,1.000000,group_A,high_accuracy_system
0.800526,1.000000,group_A,high_accuracy_system
0.739393,1.000000,group_A,high_accuracy_system
0.761547,1.000000,group_A,high_accuracy_system
0.795764,1.000000,group_A,high_accuracy_system
0.586919,1.000000,group_A,high_accuracy_system
0.700668,1.000000,group_A,high_accuracy_system
0.685598,1.000000,group_A,high_accuracy_system
0.668747,1.000000,group_A,high_accuracy_system
0.705121,1.000000,group_A,high_accuracy_system
0.882129,1.000000,group_A,high_accuracy_system
0.646052,1.000000,group_A,high_accuracy_system
0.829463,1.000000,group_A,high_accuracy_system
0.564348,1.000000,group_A,high_accuracy_system
0.699146,1.000000,group_A,high_accuracy_system
0.748910,1.000000,group_A,high_accuracy_system
0.791257,1.000000,group_A,high_accuracy_system
0.803757,1.000000,group_A,high_accuracy_system
0.811970,1.000000,group_A,high_accuracy_system
0.697762,1.000000,group_A,high_accuracy_system
0.686400,1.000000,group_A,high_accuracy_system
0.818432,1.000000,group_A,high_accuracy_system
0.713504,1.000000,group_A,high_accuracy_system
0.605066,1.000000,group_A,high_accuracy_system
0.619306,1.000000,group_A,high_accuracy_system
0.640690,1.000000,group_A,high_accuracy_system
0.782351,1.000000,group_A,high_accuracy_system
0.746877,1.000000,group_A,high_accuracy_system
0.801683,1.000000,group_A,high_accuracy_system
0.689910,1.000000,group_A,high_accuracy_system
0.748489,1.000000,group_A,high_accuracy_system
0.795194,1.000000,group_A,high_accuracy_system
0.701700,1.000000,group_A,high_accuracy_system
0.778312,1.000000,group_A,high_accuracy_system
0.666442,1.000000,group_A,high_accuracy_system
0.696329,1.000000,group_A,high_accuracy_system
0.694461,1.000000,group_A,high_accuracy_system
0.613051,1.000000,group_A,high_accuracy_system
0.781332,1.000000,group_A,high_accuracy_system
0.685695,1.000000,group_A,high_accuracy_system
0.733884,1.000000,group_A,high_accuracy_system
0.780709,1.000000,group_A,high_accuracy_system
0.777288,1.000000,group_A,high_accuracy_system
0.799173,1.000000,group_A,high_accuracy_system
0.722786,1.000000,group_A,high_accuracy_system
0.690305,1.000000,group_A,high_accuracy_system
0.724663,1.000000,group_A,high_accuracy_system
0.563901,1.000000,group_A,high_accuracy_system
0.587924,1.000000,group_A,high_accuracy_system
0.600365,1.000000,group_A,high_accuracy_system
0.632910,1.000000,group_A,high_accuracy_system
0.772612,1.000000,group_A,high_accuracy_system
0.642087,1.000000,group_A,high_accuracy_system
0.694819,1.000000,group_A,high_accuracy_system
0.862558,1.000000,group_A,high_accuracy_system
0.697008,1.000000,group_A,high_accuracy_system
0.806386,1.000000,group_A,high_accuracy_system
0.639273,1.000000,group_A,high_accuracy_system
0.712091,1.000000,group_A,high_accuracy_system
0.637633,1.000000,group_A,high_accuracy_system
0.698731,1.000000,group_A,high_accuracy_system
0.816666,1.000000,group_A,high_accuracy_system
0.559903,1.000000,group_A,high_accuracy_system
0.776077,1.000000,group_A,high_accuracy_system
0.756408,1.000000,group_A,high_accuracy_system
0.673220,1.000000,group_A,high_accuracy_system
0.588029,1.000000,group_A,high_accuracy_system
0.739848,1.000000,group_A,high_accuracy_system
0.679686,1.000000,group_A,high_accuracy_system
0.755902,1.000000,group_A,high_accuracy_system
0.734820,1.000000,group_A,high_accuracy_system
0.892813,1.000000,group_A,high_accuracy_system
0.708699,1.000000,group_A,high_accuracy_system
0.630285,1.000000,group_A,high_accuracy_system
0.750562,1.000000,group_A,high_accuracy_system
0.754634,1.000000,group_A,high_accuracy_system
0.868554,1.000000,group_A,high_accuracy_system
0.816146,1.000000,group_A,high_accuracy_system
0.768322,1.000000,group_A,high_accuracy_system
0.878965,1.000000,group_A,high_accuracy_system
0.613758,1.000000,group_A,high_accuracy_system
0.668660,1.000000,group_A,high_accuracy_system
0.639977,1.000000,group_A,high_accuracy_system
0.693654,1.000000,group_A,high_accuracy_system
0.594966,1.000000,group_A,high_accuracy_system
0.796150,1.000000,group_A,high_accuracy_system
0.710413,1.000000,group_A,high_accuracy_system
0.585554,1.000000,group_A,high_accuracy_system
0.631077,1.000000,group_A,high_accuracy_system
0.763986,1.000000,group_A,high_accuracy_system
0.816447,1.000000,group_A,high_accuracy_system
0.932308,1.000000,group_A,high_accuracy_system
1.000000,1.000000,group_A,high_accuracy_system
0.774076,1.000000,group_A,high_accuracy_system
0.633681,1.000000,group_A,high_accuracy_system
0.519430,1.000000,group_A,high_accuracy_system
0.759406,1.000000,group_A,high_accuracy_system
0.651341,1.000000,group_A,high_accuracy_system
0.691099,1.000000,group_A,high_accuracy_system
0.671425,1.000000,group_A,high_accuracy_system
0.718556,1.000000,group_A,high_accuracy_system
0.839233,1.000000,group_A,high_accuracy_system
0.748340,1.000000,group_A,high_accuracy_system
0.716771,1.000000,group_A,high_accuracy_system
0.629069,1.000000,group_A,high_accuracy_system
0.565166,1.000000,group_A,high_accuracy_system
0.684004,1.000000,group_A,high_accuracy_system
0.727257,1.000000,group_A,high_accuracy_system
0.909428,1.000000,group_A,high_accuracy_system
0.745662,1.000000,group_A,high_accuracy_system
0.830909,1.000000,group_A,high_accuracy_system
0.682705,1.000000,group_A,high_accuracy_system
0.614140,1.000000,group_A,high_accuracy_system
0.636123,1.000000,group_A,high_accuracy_system
0.660112,1.000000,group_A,high_accuracy_system
0.945482,1.000000,group_A,high_accuracy_system
0.650496,1.000000,group_A,high_accuracy_system
0.816484,1.000000,group_A,high_accuracy_system
0.642342,1.000000,group_A,high_accuracy_system
0.825792,1.000000,group_A,high_accuracy_system
0.771130,1.000000,group_A,high_accuracy_system
0.716971,1.000000,group_A,high_accuracy_system
0.728559,1.000000,group_A,high_accuracy_system
0.667156,1.000000,group_A,high_accuracy_system
0.777242,1.000000,group_A,high_accuracy_system
0.687136,1.000000,group_A,high_accuracy_system
0.610074,1.000000,group_A,high_accuracy_system
0.604841,1.000000,group_A,high_accuracy_system
0.749894,1.000000,group_A,high_accuracy_system
0.890544,1.000000,group_A,high_accuracy_system
0.748634,1.000000,group_A,high_accuracy_system
0.720771,1.000000,group_A,high_accuracy_system
0.761217,1.000000,group_A,high_accuracy_system
0.863235,1.000000,group_A,high_accuracy_system
0.754573,1.000000,group_A,high_accuracy_system
0.691542,1.000000,group_A,high_accuracy_system
0.843264,1.000000,group_A,high_accuracy_system
0.775510,1.000000,group_A,high_accuracy_system
0.886210,1.000000,group_A,high_accuracy_system
0.750958,1.000000,group_A,high_accuracy_system
0.610188,1.000000,group_A,high_accuracy_system
0.595819,1.000000,group_A,high_accuracy_system
0.897728,1.000000,group_A,high_accuracy_system
0.905001,1.000000,group_A,high_accuracy_system
0.714683,1.000000,group_A,high_accuracy_system
0.694316,1.000000,group_A,high_accuracy_system
0.878779,1.000000,group_A,high_accuracy_system
0.621930,1.000000,group_A,high_accuracy_system
0.643162,1.000000,group_A,high_accuracy_system
0.796967,1.000000,group_A,high_accuracy_system
0.693174,1.000000,group_A,high_accuracy_system
0.732123,1.000000,group_A,high_accuracy_system
0.716290,1.000000,group_A,high_accuracy_system
0.766392,1.000000,group_A,high_accuracy_system
0.873383,1.000000,group_A,high_accuracy_system
0.741693,1.000000,group_A,high_accuracy_system
0.797029,1.000000,group_A,high_accuracy_system
0.527618,1.000000,group_A,high_accuracy_system
0.727763,1.000000,group_A,high_accuracy_system
0.648312,1.000000,group_A,high_accuracy_system
0.610753,1.000000,group_A,high_accuracy_system
0.644820,1.000000,group_A,high_accuracy_system
0.699222,1.000000,group_A,high_accuracy_system
0.824225,1.000000,group_A,high_accuracy_system
0.599996,1.000000,group_A,high_accuracy_system
0.735698,1.000000,group_A,high_accuracy_system
0.684218,1.000000,group_A,high_accuracy_system
0.699867,1.000000,group_A,high_accuracy_system
0.832911,1.000000,group_A,high_accuracy_system
0.786446,1.000000,group_A,high_accuracy_system
0.866375,1.000000,group_A,high_accuracy_system
0.717184,1.000000,group_A,high_accuracy_system
0.663041,1.000000,group_A,high_accuracy_system
0.710249,1.000000,group_A,high_accuracy_system
0.756884,1.000000,group_A,high_accuracy_system
0.750292,1.000000,group_A,high_accuracy_system
0.624196,1.000000,group_A,high_accuracy_system
0.741684,1.000000,group_A,high_accuracy_system
0.755458,1.000000,group_A,high_accuracy_system
0.984382,1.000000,group_A,high_accuracy_system
0.920319,1.000000,group_A,high_accuracy_system
0.647310,1.000000,group_A,high_accuracy_system
0.703896,1.000000,group_A,high_accuracy_system
0.586291,1.000000,group_A,high_accuracy_system
0.673564,1.000000,group_A,high_accuracy_system
0.764195,1.000000,group_A,high_accuracy_system
0.853220,1.000000,group_A,high_accuracy_system
0.659726,1.000000,group_A,high_accuracy_system
0.667220,1.000000,group_A,high_accuracy_system
0.517906,1.000000,group_A,high_accuracy_system
0.716368,1.000000,group_A,high_accuracy_system
0.626393,1.000000,group_A,high_accuracy_system
0.679691,1.000000,group_A,high_accuracy_system
0.644949,1.000000,group_A,high_accuracy_system
0.723209,1.000000,group_A,high_accuracy_system
0.556862,1.000000,group_A,high_accuracy_system
0.585930,1.000000,group_A,high_accuracy_system
0.945559,1.000000,group_A,high_accuracy_system
0.603893,1.000000,group_A,high_accuracy_system
0.622956,1.000000,group_A,high_accuracy_system
0.916326,1.000000,group_A,high_accuracy_system
1.000000,1.000000,group_A,high_accuracy_system
0.615478,1.000000,group_A,high_accuracy_system
0.695810,1.000000,group_A,high_accuracy_system
